Title,keywords,Python,salary,R,SQL,Place
Data Engineer III,"(['Python'], ['AWS'], ['SQL Server', 'Microsoft SQL Server', 'access'], ['agile', 'ETL'])",1,151000.0,0,0,"Seattle, WA"
Dev10 Entry Level Software Developer - Nationwide,,0,2000.0,0,0,"Seattle, WA"
"Senior Business Data Analyst, Revenue Cycle, Remote","(['Snowflake', 'SQL Server', 'Oracle'], ['SQL', 'Tableau', 'Power BI'])",1,,0,0,"Renton, WA"
PowerBI Developer,"(['Python'], ['SQL', 'ETL', 'SSRS', 'Databricks', 'Tableau'])",0,,0,0,"Seattle, WA"
Data Engineer,"(['Python'], ['SQL Server'], ['SQL', 'Databricks', 'Synapse'])",1,,0,0,"Redmond, WA"
Business Intelligence Engineer,"(['Redshift', 'MySQL', 'Oracle'], ['SQL', 'ETL', 'Tableau'])",0,,1,0,"Seattle, WA "
"Business Systems Analyst, Product Information Management","(['Salesforce'],)",0,125000.0,0,0,"Bellevue, WA"
Dev10 Entry Level Software Developer - Nationwide,,0,2000.0,0,1,"Seattle, WA"
Systems Analyst III - Lab Systems,,0,106500.0,0,0,"Bothell, WA"
Data Management Analyst III,"(['access'], ['Agile', 'Scrum', 'SQL'])",0,114500.0,0,0,"Seattle, WA"
PowerBI Engineer,"(['Snowflake'], ['Power BI', 'SSRS', 'SQL', 'AGILE', 'GITHub'])",0,,0,0,"Redmond, WA"
Solution Engineer - Tableau - Retail & Consumer Goods,"(['Tableau', 'Salesforce'],)",1,91000.0,0,0,"Seattle, WA"
Data Engineer II - Virtual,"(['Python'], ['access', 'Oracle'], ['SQL'])",0,,0,0,"Seattle, WA"
Data Engineer,"(['ETL', 'Databricks', 'API', 'SQL', 'Scrum', 'Agile'],)",0,,0,1,"Seattle, WA"
Business Systems Analyst,,0,,0,0,"Seattle, WA"
Senior Data Solutions Analyst,"(['SQL Server', 'Oracle', 'Db2'], ['SQL', 'SSIS', 'ETL'])",0,,0,0,"Seattle, WA "
GCP Data Engineer,"(['Java', 'Python', 'Scala'], ['GCP', 'Google Cloud platform'], ['Oracle'], ['Git', 'Docker', 'SQL', 'Tableau', 'ETL'])",1,,0,0,"Seattle, WA"
Data Analyst,"(['R'], ['Google Analytics', 'Powerpoint', 'Tableau', 'SQL'])",0,,1,0,"Madrid, Community of Madrid, Spain "
Analista de datos,"(['AWS'], ['RedShift'], ['Power BI'])",0,,0,0,"Madrid, Community of Madrid, Spain"
Analista de datos,"(['R', 'Python', 'DAX'], ['ETL', 'Power BI', 'git'])",0,,0,0,"Madrid, Community of Madrid, Spain"
Data Analyst,"(['Amazon Redshift'], ['SQL', 'agile', 'Tableau', 'Looker', 'Amplitude', 'Mixpanel'])",0,,0,1,"Madrid, Community of Madrid, Spain"
Data Analyst,"(['Python', 'VBA'], ['Pandas', 'Numpy', 'SQL'])",0,,0,0,"Boadilla del Monte, Community of Madrid, Spain"
Analista de Datos. REMOTO,"(['ETL'],)",0,,0,0,"Madrid, Community of Madrid, Spain"
Data Analyst,"(['Tableau'],)",1,,0,0,"Madrid, Community of Madrid, Spain"
Data Analyst - BI,"(['Python'], ['SQL server'], ['ETL', 'Power BI'])",0,,1,0,"Madrid, Community of Madrid, Spain"
"Data Analyst Python, Numpy y Pandas (100% Remoto)","(['Python'], ['Pandas', 'Numpy', 'SQL', 'Power BI'])",0,,0,0,"Madrid, Community of Madrid, Spain "
Data Analyst,"(['SQL', 'Tableau', 'Power BI'],)",0,,0,0,"Madrid, Community of Madrid, Spain"
Analista de datos,"(['R', 'Python'], ['Oracle', 'Hive', 'HBase'], ['ETL', 'SQL'])",0,,0,0,"Tres Cantos, Community of Madrid, Spain"
Data Analyst Sector Energético (Madrid/Barcelona) (8001),"(['Python', 'R'], ['AWS'], ['ETL', 'Git', 'SAS', 'SQL', 'Power BI', 'QuickSight'])",0,,0,0,Greater Madrid Metropolitan Area 
Data Analyst,"(['Hive'], ['SQL', 'Salesforce', 'Power BI'])",0,,0,0,"Pozuelo de Alarcón, Community of Madrid, Spain"
Analista de Datos Tableau - Power BI,"(['Tableau', 'Power BI', 'SQL', 'SAS'],)",0,,0,0,"Pozuelo de Alarcón, Community of Madrid, Spain"
Data Analyst Power BI,"(['Python', 'Scala', 'Java'], ['MySQL', 'SQL Server', 'PostgreSQL'], ['Power BI', 'ETL', 'SQL', 'Agile', 'JIRA'])",0,,0,1,"Madrid, Community of Madrid, Spain"
Local Data Analyst,"(['SAP'],)",0,,0,0,"Madrid, Community of Madrid, Spain"
Data Analyst,"(['python', 'Python'], ['snowflake'], ['Power BI', 'SQL', 'ETL'])",0,,0,0,"Madrid, Community of Madrid, Spain"
People Data Analyst,"(['Google Sheets', 'SQL', 'Tableau'],)",1,,0,0,"Madrid, Community of Madrid, Spain"
Operations Data Analyst,"(['SQL', 'Sigma', 'Tableau'],)",0,,1,0,"Madrid, Community of Madrid, Spain"
Data Analyst Sector Energético (Madrid/Barcelona) - ID 8001,"(['Python', 'R'], ['AWS'], ['ETL', 'Git', 'SAS', 'SQL', 'Power BI', 'QuickSight'])",0,,0,0,Greater Madrid Metropolitan Area 
Beca Analista de Datos y Procesos,,0,,0,0,"Madrid, Community of Madrid, Spain "
Beca Analista de Datos y Procesos,,0,,0,0,"Madrid, Community of Madrid, Spain "
Data Analyst,"(['VBA'], ['Access', 'SQL Server', 'Microsoft Access'], ['ETL', 'Power BI'])",0,,0,0,"Madrid, Community of Madrid, Spain "
Data Analyst,"(['SQL'],)",0,,1,0,"Madrid, Community of Madrid, Spain"
Corporate Data Analyst con GCP (100% remoto),"(['Python'], ['GCP'], ['SAS', 'SQL', 'Power BI', 'Looker', 'PowerPoint', 'agile'])",1,,0,0,Spain
Data Analyst / Madrid,"(['Python', 'VBA'], ['Amazon Redshift'], ['Redshift'], ['SQL', 'Qlikview'])",0,,0,0,"Madrid, Community of Madrid, Spain"
Data Analyst / Business Intelligence,"(['Oracle'], ['Tableau'])",0,,0,0,"Madrid, Community of Madrid, Spain"
Data Analyst,"(['vba', 'Python'], ['Access'], ['SQL'])",1,,0,0,"Madrid, Community of Madrid, Spain"
Senior Data Analyst (FMCG),"(['Power BI', 'Tableau'],)",0,,1,0,"Madrid, Community of Madrid, Spain"
Data analyst experto/a en visualización,"(['DAX', 'python', 'Python'], ['AWS'], ['Power BI', 'Quicksight', 'SQL'])",0,,0,0,"Madrid, Community of Madrid, Spain"
Senior Data Analyst,"(['Access'], ['Power BI', 'Looker', 'SQL'])",0,,0,1,"Madrid, Community of Madrid, Spain"
Data Analyst,"(['Python'], ['MySQL', 'MongoDB'], ['Salesforce', 'SQL', 'Tableau'])",0,,0,0,"Madrid, Community of Madrid, Spain "
Marketing Data Analyst,"(['Python'], ['SQL', 'Tableau', 'Amplitude', 'Mixpanel'])",0,,0,0,"Madrid, Community of Madrid, Spain"
Analista de Datos con Python / PySpark,"(['Python', 'python'],)",0,,0,0,"Madrid, Community of Madrid, Spain"
Data Analyst,"(['R', 'Python'], ['SQL', 'Tableau'])",0,,0,0,"Madrid, Community of Madrid, Spain"
Quality Data Analytics & Models Analyst,,1,,0,0,"Boadilla del Monte, Community of Madrid, Spain"
Beca Data Analyst,"(['ETL', 'Power BI'],)",0,,1,0,"Madrid, Community of Madrid, Spain"
Beca Data Analyst,"(['ETL'],)",0,,0,0,"Madrid, Community of Madrid, Spain"
Analista de Datos QlikView,"(['QlikView', 'Qlikview', 'SQL'],)",0,,0,0,"Madrid, Community of Madrid, Spain"
Data Analyst,"(['VBA', 'Python'], ['Access'], ['SQL'])",0,,0,1,"Boadilla del Monte, Community of Madrid, Spain"
Business Intelligence Analyst,"(['Python', 'DAX'], ['access'], ['ETL', 'SQL', 'Power BI'])",0,,0,0,"Madrid, Community of Madrid, Spain "
Data Analyst / Data Engineer,"(['ETL', 'SQL', 'SSIS'],)",0,,0,0,Greater Madrid Metropolitan Area
Revenue & Business Intelligence,"(['Power BI', 'Tableau'],)",0,,0,0,"Madrid, Community of Madrid, Spain"
ANALISTA DE DATOS / CIENTÍFICO DE DATOS (PYTHON),"(['Python', 'python'],)",1,,0,0,"Madrid, Community of Madrid, Spain "
BI Data Analyst (Full Remote),"(['DAX', 'Python'], ['SQL Server'], ['Power BI', 'Databricks', 'SQL', 'Scrum', 'ETL'])",0,,0,1,"Madrid, Community of Madrid, Spain"
Data Quality Analyst,"(['Python', 'Javascript'], ['MongoDB'], ['SQL'])",1,,0,0,"Madrid, Community of Madrid, Spain"
Data Analyst (ETL/Pentaho),"(['ETL', 'SQL', 'Power BI'],)",0,,0,0,"Madrid, Community of Madrid, Spain"
SENIOR DATA ANALYST (Digital marketing) -ID: 22000D90,"(['javascript'], ['Google Analytics', 'Mode', 'SQL'])",0,,0,0,"Madrid, Community of Madrid, Spain"
Analytics Consultant Trainee,"(['Google Analytics', 'SQL', 'Salesforce'],)",0,,0,1,"Madrid, Community of Madrid, Spain"
Data Governance Analyst,"(['QlikView', 'SQL'],)",1,,0,0,"Madrid, Community of Madrid, Spain"
Junior Financial Data Analyst / Recent Graduate,"(['Power BI'],)",0,,1,0,"Madrid, Community of Madrid, Spain"
Data Analyst,"(['Google Cloud Platform'], ['Access'], ['API', 'dbt', 'Looker', 'ETL', 'SQL', 'agile'])",0,,0,0,"Madrid, Community of Madrid, Spain"
BI - Data Analyst,"(['Python'], ['Access'], ['SQL', 'ETL', 'Power BI'])",0,,0,0,Spain
Data Analyst,,0,,0,1,"Madrid, Community of Madrid, Spain "
DATA SCIENCIST CON R – HIBRIDO MADRID,"(['R', 'Python'], ['AWS'])",0,,0,0,"Madrid, Community of Madrid, Spain"
Analista de Datos con Amazon Redshift,"(['Python', 'VBA'], ['Amazon Redshift'], ['SQL', 'Qlikview'])",0,,0,0,"Madrid, Community of Madrid, Spain"
Data Quality Analyst | Nforce Operaciones,"(['Python', 'VBA'], ['SQL', 'SAS'])",0,,0,0,"Madrid, Community of Madrid, Spain"
Senior Data Analyst,"(['Python'], ['Looker', 'SQL', 'Tableau', 'Power BI', 'Agile', 'Jira', 'dbt', 'mode'])",0,,0,0,"Madrid, Community of Madrid, Spain"
Data Analyst,"(['Python', 'R'], ['AWS'], ['Redshift'], ['SQL', 'Tableau', 'Airflow'])",0,,0,0,Spain
Business Intelligence Analyst - Full Remote,"(['AWS'], ['QuickSight', 'Tableau', 'SQL', 'Git', 'GIT'])",0,,0,0,"Madrid, Community of Madrid, Spain "
Data Specialist / Business Analyst - Spain 1,"(['Tableau'],)",0,,0,0,"Madrid, Community of Madrid, Spain"
Business Intelligence Analyst - Full Remote,"(['AWS'], ['QuickSight', 'Tableau', 'SQL', 'Git', 'GIT'])",0,,0,0,"Madrid, Community of Madrid, Spain "
Data Specialist / Business Analyst - Spain 1,"(['Tableau'],)",0,,0,0,"Madrid, Community of Madrid, Spain"
Marketing Data Analyst (m/f/d),"(['SAP', 'Google Analytics', 'agile'],)",0,,0,0,"Alcobendas, Community of Madrid, Spain"
Ingeniero/Analista Datos (Remoto),"(['Python'], ['Power BI', 'ETL'])",0,,0,1,"Madrid, Community of Madrid, Spain"
Analista de Datos Azure (Sector Energético),"(['Oracle'], ['Power BI', 'SQL'])",0,,0,1,"Madrid, Community of Madrid, Spain"
Business Intelligence Analyst,"(['Access'], ['SQL'])",0,,1,0,"Madrid, Community of Madrid, Spain"
SQL Developer,"(['R'], ['SQL', 'PowerPoint'])",1,,0,0,"Madrid, Community of Madrid, Spain"
Beca Data Analyst Mantenimiento,,0,,0,0,"Madrid, Community of Madrid, Spain"
Renewable Data Analyst (Power),,0,,0,1,"Madrid, Community of Madrid, Spain"
Data Quality Analyst,"(['Python', 'Javascript'], ['MongoDB'], ['SQL'])",0,,0,0,"Madrid, Community of Madrid, Spain "
Account & Data Analyst (BECA),,0,,0,0,"Madrid, Community of Madrid, Spain"
Senior Data Analyst & Team Leader,"(['VBA', 'Python', 'Java'], ['Scrum', 'Agile'])",0,,1,0,"Madrid, Community of Madrid, Spain"
Consultant analytics,"(['Python', 'R', 'Matlab', 'C++'], ['transformers'])",1,,0,0,"Madrid, Community of Madrid, Spain"
Master Data Analyst,,0,,0,0,"Madrid, Community of Madrid, Spain"
Consultor BI,"(['power BI'],)",1,,0,0,"Madrid, Community of Madrid, Spain"
Jr. Analytics Consultant,"(['Python', 'R'], ['Access', 'SQL Server'], ['SAS', 'SQL', 'Powerpoint', 'Power BI', 'Tableau'])",0,,1,0,"Madrid, Community of Madrid, Spain"
Machine Learning / IA Analyst,,0,,0,0,"Madrid, Community of Madrid, Spain"
Visualization - BI Analyst,"(['Power BI'],)",0,,0,1,"Madrid, Community of Madrid, Spain"
Intelligence Analyst w/ English,,0,,0,0,"Madrid, Community of Madrid, Spain"
Analista de datos Data Warehouse,"(['Java', 'Python'], ['SQL', 'JIRA', 'Confluence', 'Git', 'Agile'])",0,,0,0,"Madrid, Community of Madrid, Spain"
Online Data Analyst - Spain,"(['Access'], ['agile'])",0,,0,0,Spain
Online Data Analyst - Spain,"(['Access'], ['agile'])",0,,0,1,Spain
Analista Funcional del Dato - SDS,"(['Python'], ['DB2', 'Oracle', 'SQL Server'], ['Agile', 'SQL', 'Jira', 'Confluence', 'Scrum'])",0,,0,0,"Madrid, Community of Madrid, Spain"
BI Analyst - Tableau or other BI Tools,"(['Python', 'R', 'Java'], ['Tableau', 'SQL'])",0,,1,0,"Madrid, Community of Madrid, Spain"
Data Engineer / Data Analyst,"(['Python'],)",1,,0,0,"Madrid, Community of Madrid, Spain"
Consultor BI (Cognos Analytics) 100% Remoto,"(['SQL', 'Power BI'],)",0,,0,0,"Madrid, Community of Madrid, Spain"
Data Analyst Senior,"(['Python', 'R', 'MATLAB'], ['SPSS', 'SAS', 'Tableau', 'SQL'])",0,,0,0,"Madrid, Community of Madrid, Spain"
Machine Learning/IA Analyst,,0,,0,1,"Community of Madrid, Spain"
Data Engineer,"(['Python', 'Scala', 'Java'], ['MongoDB', 'Cassandra'], ['ETL', 'SQL'])",0,,0,0,"Madrid, Community of Madrid, Spain"
Technical Data Analyst - Operations,"(['R', 'Python', 'Scala'], ['SQL', 'ETL'])",0,,0,0,Spain
Data Analysis - Product Performance Associate,"(['access'],)",1,,0,0,"Madrid, Community of Madrid, Spain"
Desarrollador Datastage junior,"(['GCP'], ['ETL'])",0,,1,0,"Madrid, Community of Madrid, Spain"
Desarrollador Datastage junior,"(['GCP'], ['ETL'])",0,,0,1,"Madrid, Community of Madrid, Spain"
Data Sciencist,"(['Python', 'R', 'Scala', 'C++', 'python'], ['GCP', 'AWS', 'gcp'], ['mysql'], ['SQL', 'AutoML', 'Tableau', 'Plotly', 'Matplotlib', 'tableau'])",0,,0,0,"Madrid, Community of Madrid, Spain"
Power BI/Data Consultant,"(['Python', 'Scala'], ['AWS', 'GCP'], ['Hive'], ['Docker', 'Agile'])",0,,0,0,"Madrid, Community of Madrid, Spain"
Data Analyst,"(['Google Cloud Platform'], ['Access'], ['API', 'dbt', 'Looker', 'ETL', 'SQL', 'agile'])",0,,0,0,"Madrid, Community of Madrid, Spain"
2023 – eXecution Digital Analyst,"(['Agile'],)",0,,0,0,"Madrid, Community of Madrid, Spain"
Analista Gobierno del Dato,"(['SQL'],)",0,,0,0,"Madrid, Community of Madrid, Spain"
"Soporte técnico para la resolución de incidencias,","(['MongoDB'], ['SQL', 'JIRA', 'Confluence'])",0,,0,1,"Madrid, Community of Madrid, Spain"
Ingeniero/A De Datos (Teletrabajo),"(['Python'], ['AWS'])",0,,0,0,"Madrid, Community of Madrid, Spain"
Senior Data Analyst - BI,"(['Python'], ['Power BI', 'SQL'])",0,,0,0,"Madrid, Community of Madrid, Spain"
"Intern (Madrid) | Data & Analytics, Forensic & Litigation Consulting","(['Python', 'Java', 'R'], ['AWS', 'GCP'], ['Access'], ['SQL', 'Tableau', 'Alteryx'])",0,,0,0,"Madrid, Community of Madrid, Spain"
Consultor BI (Cognos Analytics) 100% Remoto,"(['SQL', 'Power BI'],)",1,,0,0,"Madrid, Community of Madrid, Spain"
Language Data Analyst,"(['Access'], ['agile'])",0,,0,0,Spain
Consultor/a Junior BI,"(['Python', 'Scala', 'R'], ['Sql Server', 'Oracle'], ['SSIS', 'SSRS', 'Power BI', 'ETL', 'SQL'])",0,,0,0,Spain
Power BI/Data Consultant,"(['Python', 'Scala'], ['AWS', 'GCP'], ['Hive'], ['Docker', 'Agile'])",0,,0,0,"Madrid, Community of Madrid, Spain"
BI Analyst (Pricing),"(['Python', 'R'], ['Oracle'], ['Etl'])",0,,0,0,"Madrid, Community of Madrid, Spain"
Data Engineer,"(['Java', 'Scala'], ['Redshift', 'Redis', 'ElasticSearch', 'Cassandra', 'Hbase', 'access'], ['ETL', 'SQL'])",0,,0,1,"Madrid, Community of Madrid, Spain"
Middle Data Engineer - Python,"(['Python'], ['AWS'], ['Snowflake', 'Redshift'], ['ETL', 'Numpy', 'Pandas', 'SciPy', 'Matplotlib', 'pandas', 'SQL'])",0,,0,0,Spain
Cloud Data Analyst (m/f/d),"(['Python', 'R', 'Java'], ['Snowflake'], ['SQL', 'ETL', 'Git', 'GitLab', 'Tableau', 'dbt', 'agile', 'SCRUM'])",0,,0,0,"Madrid, Community of Madrid, Spain"
Consultor BI (Cognos Analytics) 100% Remoto,"(['SQL', 'Power BI'],)",0,,0,0,Spain
Multilingual Associate Data Research Analyst,"(['Sigma'],)",0,,0,0,"Madrid, Community of Madrid, Spain"
Desarrollador Datastage junior,"(['GCP'], ['ETL'])",0,,1,0,"Madrid, Community of Madrid, Spain"
Desarrollador Power BI,"(['Power BI', 'power bi'],)",1,,0,0,"Madrid, Community of Madrid, Spain "
Business Intelligence-MicroStrategy Analyst,"(['SQL Server'], ['SSIS', 'ETL', 'Agile'])",0,,0,0,"Madrid, Community of Madrid, Spain"
2023 – eXecution Digital Analyst,"(['Agile'],)",0,,0,1,"Madrid, Community of Madrid, Spain"
Machine Learning/IA Analyst,,0,,0,0,"Madrid, Community of Madrid, Spain"
Data Engineer,"(['Java', 'Scala'], ['Microsoft Azure', 'AWS Lambda'], ['Oracle'], ['SQL'])",0,,0,0,"Madrid, Community of Madrid, Spain"
Data Analyst at SHA Wellness Clinic,"(['R', 'MATLAB', 'Python', 'Javascript'], ['Oracle'], ['SQL', 'ETL', 'SPSS', 'SAS', 'Apache Spark', 'Tableau'])",0,,0,0,Spain
Consultor BI (Cognos Analytics) 100% Remoto,"(['SQL', 'Power BI'],)",0,,0,0,"Madrid, Community of Madrid, Spain"
Analista en Google Analytics,"(['Google Analytics'],)",0,,0,0,Spain
Online Data Analyst - Spain (Work From Home),"(['Access'],)",0,,0,0,"Madrid, Community of Madrid, Spain"
Online Data Analyst - Spain (Work From Home),"(['Access'],)",0,,0,0,"Madrid, Community of Madrid, Spain"
Data Analyst at SHA Wellness Clinic,"(['R', 'MATLAB', 'Python', 'Javascript'], ['Oracle'], ['SQL', 'ETL', 'SPSS', 'SAS', 'Apache Spark', 'Tableau'])",0,,0,1,Spain
Consultor BI (Cognos Analytics) 100% Remoto,"(['SQL', 'Power BI'],)",0,,0,1,"Madrid, Community of Madrid, Spain"
Analista en Google Analytics,"(['Google Analytics'],)",0,,0,0,Spain
Online Data Analyst - Spain (Work From Home),"(['Access'],)",0,,0,1,"Madrid, Community of Madrid, Spain"
Online Data Analyst - Spain (Work From Home),"(['Access'],)",0,,0,0,"Madrid, Community of Madrid, Spain"
Especialista Business Intelligence Explotación,"(['Oracle'], ['ETL', 'Power BI', 'SQL', 'SAS', 'Agile'])",0,,0,0,"Tres Cantos, Community of Madrid, Spain"
Middle Data Engineer - Python,"(['Python'], ['AWS'], ['Snowflake', 'Redshift'], ['ETL', 'Numpy', 'Pandas', 'SciPy', 'Matplotlib', 'pandas', 'SQL'])",0,,0,1,Spain
Data Engineer,"(['Python'], ['GCP'], ['SQL'])",0,,1,0,"Madrid, Community of Madrid, Spain"
Data Business Support Analyst - SCF Global Services,"(['SAS', 'SQL'],)",0,,0,0,"Boadilla del Monte, Community of Madrid, Spain"
Middle Data Engineer - Python,"(['Python'], ['AWS'], ['Snowflake', 'Redshift'], ['ETL', 'Numpy', 'Pandas', 'SciPy', 'Matplotlib', 'pandas', 'SQL'])",0,,0,0,Spain
Master Data Specialist,"(['SQL', 'agile'],)",0,,1,0,"Madrid, Community of Madrid, Spain"
Analista BI Powercenter*,"(['ETL'],)",1,,0,0,"Madrid, Community of Madrid, Spain"
HR Data Analyst (Reporting Specialist),"(['Power BI', 'Alteryx', 'ETL'],)",0,,0,0,"Madrid, Community of Madrid, Spain"
Senior - Data Analyst Team Lead,"(['Python'], ['Tableau', 'SQL', 'Pandas', 'NumPy'])",0,,0,1,"Madrid, Community of Madrid, Spain"
Quantitative Analyst,"(['Python', 'Java', 'C++'], ['SQL'])",0,,0,0,Spain
Market Data Support Engineer L1 - Night Shift,"(['Velocity', 'access'],)",0,,0,0,"Madrid, Community of Madrid, Spain"
HR Workday and Data Analyst,,0,,0,0,"Pozuelo de Alarcón, Community of Madrid, Spain"
Data Engineer (I&D),"(['Python', 'Scala'], ['AWS', 'GCP'], ['Apache SPARK', 'Databricks', 'Synapse', 'Airflow'])",0,,0,0,"Madrid, Community of Madrid, Spain"
ANALISTA BUSINESS INTELLIGENCE*,"(['SQL Server'], ['QlikView', 'SSRS'])",0,,0,0,"Madrid, Community of Madrid, Spain"
Big Data Engineer – Data Lake – Openbank (Openhub Bilbao),,0,,1,0,"Madrid, Community of Madrid, Spain"
Data System Analyst,"(['SAP ERP'], ['Power BI', 'SAP', 'SQL', 'PowerPoint'])",0,,0,0,"Madrid, Community of Madrid, Spain"
Analista de Datos - Proyectos Patrimoniales (Sector Seguros),"(['Oracle', 'Access'], ['SQL', 'SAP', 'Power BI', 'SAS'])",0,,0,0,"Madrid, Community of Madrid, Spain"
Middle Data Engineer - Python,"(['Python'], ['AWS'], ['Snowflake', 'Redshift'], ['ETL', 'Numpy', 'Pandas', 'SciPy', 'Matplotlib', 'pandas', 'SQL'])",0,,0,0,Spain
Data Analyst,"(['Python'], ['AWS'], ['Redshift'], ['SQL', 'Looker', 'git'])",0,,0,0,"Helsinki, Uusimaa, Finland "
Data Analyst,"(['DAX'], ['Power BI', 'SQL', 'SSRS'])",0,,0,0,Bucharest Metropolitan Area
Data Analist – Full-time,,0,,0,0,"Antwerp, Flemish Region, Belgium"
Business Data Analyst,"(['DAX'], ['Power BI'])",1,,0,0,"Barcelona, Catalonia, Spain"
Data Analyst,"(['Python', 'R'], ['SQL'])",0,,1,0,"Paris, Île-de-France, France"
Data Analyst,"(['Python'], ['Snowflake'], ['SQL', 'Power BI', 'SAP'])",0,,0,0,"Puurs, Flemish Region, Belgium"
Analista dati,"(['SQL Server', 'Microsoft Access'], ['SQL', 'Power BI'])",0,,0,0,Greater Genoa Metropolitan Area
Investments Data Analyst,"(['SQL'],)",0,,0,0,"Dublin, County Dublin, Ireland"
Data Analyst (H/F),"(['SQL Server', 'MySQL'], ['ETL', 'SSIS', 'Power BI', 'agile'])",0,,0,0,"Lyon, Auvergne-Rhône-Alpes, France"
Data Analyst with Power BI,"(['Access', 'oracle', 'SQL Server', 'access'], ['Power BI', 'agile', 'ETL', 'SQL', 'Databricks'])",0,,0,1,"Wrocław, Dolnośląskie, Poland"
Analista de datos,"(['R', 'Python'], ['Oracle', 'Hive', 'HBase'], ['ETL', 'SQL'])",0,,0,0,"Tres Cantos, Community of Madrid, Spain"
Data Analyst Tableau - Insights (Junior - Medio),"(['Tableau', 'Power BI', 'TABLEAU', 'POWER BI', 'agile'],)",0,,0,0,Greater Barcelona Metropolitan Area
Data Analyst,"(['SQL', 'Power BI', 'Tableau'],)",0,,0,1,"Utrecht, Netherlands"
Senior Data Analyst (m/f/x),"(['Python'], ['Access'], ['Tableau', 'SQL'])",0,,0,0,"Munich, Bavaria, Germany"
Data Analyst,"(['python'], ['openshift'], ['SAP Hana'], ['SQL', 'agile', 'API', 'ETL', 'git'])",0,,0,0,Brussels Metropolitan Area
SENIOR DATA ANALYST,"(['Python', 'R', 'JavaScript'], ['Firebase'], ['access', 'Snowflake'], ['SQL', 'Google Analytics'])",0,,0,1,"Tordera, Catalonia, Spain"
Business Data Analyst,"(['Python', 'R'], ['AWS'], ['SnowFlake', 'Oracle', 'SQL Server'], ['SQL'])",0,,0,0,"Barcelona, Catalonia, Spain"
Data Analyst Lead (H/F),"(['Python'], ['Oracle'], ['Looker', 'Google Analytics', 'SQL', 'Confluence', 'mode', 'Agile'])",0,,0,0,Greater Paris Metropolitan Region
Junior Data Analyst,,1,,0,0,"Riga, Riga, Latvia "
Insights Analyst,"(['Python'], ['SQL'])",0,,1,0,"Uppsala, Uppsala County, Sweden"
Assistant Data Analyst H/F,"(['python'], ['SQL'])",0,,0,1,"Lyon, Auvergne-Rhône-Alpes, France"
Data Analyst,"(['Power BI', 'PowerPoint'],)",0,,1,0,"Paris, Île-de-France, France "
Data Analyst / DataScientist DATAIKU (H/F),"(['Python'], ['agile', 'mode', 'SQL'])",1,,0,0,Greater Paris Metropolitan Region
Data Analyst,"(['Amazon Web Services'], ['SQL', 'Agile', 'Scrum', 'Looker', 'Power BI', 'Git', 'Gitlab', 'GitHub'])",0,,0,0,"Mioveni, Argeş, Romania"
Analista de Datos Tableau - Power BI,"(['Tableau', 'Power BI', 'SQL', 'SAS'],)",0,,0,0,"Pozuelo de Alarcón, Community of Madrid, Spain"
Data Analyst,,0,,0,0,"Lecco, Lombardy, Italy"
Data Analyst Power BI,"(['Python', 'Scala', 'Java'], ['MySQL', 'SQL Server', 'PostgreSQL'], ['Power BI', 'ETL', 'SQL', 'Agile', 'JIRA'])",0,,0,1,"Madrid, Community of Madrid, Spain"
Data Analyst,"(['VBA'], ['SQL', 'Power BI', 'Synapse'])",0,,0,0,"Lisboa, Lisbon, Portugal"
IMPIEGATO /A ANALISI DATI,"(['C++', 'Java', 'Python'],)",0,,0,0,"Oderzo, Veneto, Italy"
Functional Data Analyst,"(['ETL', 'SQL', 'Agile', 'Scrum'],)",0,,1,0,"Brussels, Brussels Region, Belgium"
Data Analyst - Logistics and Manufacturing,"(['Tableau', 'Power BI'],)",0,,0,0,"Kildare, County Kildare, Ireland"
Data Analyst (Remote) - Operational Departments,"(['Looker', 'SQL', 'agile'],)",0,,0,1,"Berlin, Berlin, Germany "
Data Analyst (IRC166016),"(['Python'], ['SQL', 'Tableau', 'Power BI'])",0,,0,0,Poland
Data Analyst,"(['R'], ['API', 'SQL'])",1,,0,0,"Rotterdam, South Holland, Netherlands"
Data Analyst,"(['Python', 'R'], ['MongoDB'], ['SQL', 'Tableau', 'Looker', 'Streamlit', 'pandas'])",0,,0,0,Brussels Metropolitan Area
DATA ANALYST,"(['R', 'Python'], ['SQL'])",0,,0,0,"Viareggio, Tuscany, Italy"
Data Analyst,,0,,0,1,"County Dublin, Ireland"
Data Analyst,"(['SQL Server'], ['SQL', 'API'])",0,,0,0,"Lisboa, Lisbon, Portugal"
Data Analyst Programmatic,"(['python', 'Python'], ['hive'], ['agile', 'SQL'])",0,,0,0,"Paris, Île-de-France, France"
Data Analyst,,1,,0,0,"Dublin, County Dublin, Ireland"
Data Analyst / Business Analyst (m/f),,0,,1,0,"Lisbon, Lisbon, Portugal"
Data analyst (H/F),"(['API'],)",0,,0,0,"Cestas, Nouvelle-Aquitaine, France"
Data analyst (H/F),"(['API'],)",0,,0,1,"Cestas, Nouvelle-Aquitaine, France"
Data Analyst,"(['Python'], ['GIS', 'ETL', 'SQL'])",0,,0,0,Greater Rome Metropolitan Area
Data Analyst Programmatic,"(['python', 'Python'], ['hive'], ['agile', 'SQL'])",0,,0,0,"Paris, Île-de-France, France"
